"HospitalID","Name","latitude","longitude"
52,"Sherman Oaks Community Hospital",34.1602799664427,-118.44947605651
53,"Norwalk Community Hospital",33.9107913674236,-118.06400495641
54,"USC Norris Comprehensive Cancer Center",34.0613425666586,-118.204839356659
55,"Shriners Hospitals For Children",34.0671840668964,-118.286430056037
56,"Hollywood Presbyterian Medical Center",34.0962313967249,-118.291071705879
57,"St. Francis Medical Center",33.9294917475696,-118.203320556029
58,"Glendale Adventist Medical Center",34.1504007266841,-118.229788596261
59,"City of Hope National Medical Center",34.129812886542,-117.970874746772
60,"White Memorial Medical Center",34.0492578667327,-118.217245356275
61,"Promise Hospital - Suburban Medical Center",33.8846607673144,-118.161945456783
62,"Centinela Hospital Medical Center",33.950782667152,-118.348257255892
63,"Providence Tarzana Medical Center",34.1702005264072,-118.532272556078
64,"Alhambra Hospital Medical Center",34.0902008072952,-118.143968637021
65,"Olympia Medical Center",34.0571448669895,-118.36025195645
66,"Citrus Valley Health Partners - Citrus Valley Medical Center - Queen Of The Valley Campus",34.0632471675608,-117.944675757499
67,"San Gabriel Valley Medical Center",34.1012213064823,-118.10580045671
68,"Santa Monica - UCLA Medical Center",34.0271792365212,-118.486709555552
69,"Kaiser Permanente - South Bay Medical Center",33.788815437571,-118.295733385708
70,"Kaiser Permanente - West Los Angeles Medical Center",34.0386420571672,-118.374611796208
71,"Kaiser Permanente - Panorama City Medical Center",34.2185803467486,-118.429999406102
72,"Kaiser Permanente - Los Angeles Medical Center",34.098532456592,-118.29509502673
73,"Northridge Hospital Medical Center",34.220347386662,-118.53299444571
74,"Encino Hospital Medical Center",34.1571836266819,-118.486725855651
75,"Pacific Alliance Medical Center",34.0650381171945,-118.239223686734
76,"Monterey Park Hospital",34.0494129671338,-118.138314656758
77,"Keck Medicine of USC",34.0620498665223,-118.201557056641
78,"Kindred Hospital - Los Angeles",33.9899776669738,-118.378479756341
79,"Promise Hospital of East Los Angeles",34.0396592167366,-118.212808746944
80,"Miller Children's Hospital",33.808107267285,-118.186743556181
81,"Covina Valley Community Hospital",34.0872312667962,-117.91700735735
82,"Foothill Presbyterian Hospital",34.1328846671193,-117.871319457094
83,"Ronald Reagan UCLA Medical Center",34.0664432665798,-118.446313655817
84,"Palmdale Regional Medical Center",34.583227695881,-118.144784027639
85,"Kaiser Permanente Hospital-Baldwin Park",34.0655015673043,-117.986452456968
86,"Kaiser Permanente Downey Medical Center",33.9190401770415,-118.128948266627
87,"Casa Colina Centers for Rehabilitation",34.0970976273089,-117.746915877914
88,"Pomona Valley Health Center - Crossroads",34.0107516173994,-117.737780456933
89,"City Of Long Beach Department Of Health And Human Services - West Facilities Center",33.7957400474526,-118.216237356492
90,"Tarzana Family Medical Clinic - Lancaster",34.697675545791,-118.147218057604
91,"Queenscare Family Clinics - Echo Park",34.0726655364713,-118.280345956321
92,"Queenscare Family Clinics - East Los Angeles",34.0373764567479,-118.178423756232
93,"Lincoln Heights Senior Citizen Center",34.0725923772847,-118.214684896133
94,"Enki - Youth And Family Services - Margarita Mendez Center",34.0175033967091,-118.154663756773
95,"Mission City Community Network Inc",34.2281012360859,-118.463813456218
96,"Korean Health, Education, Information And Research Center",34.0636999169895,-118.30380475576
97,"Community Health Alliance Of Pasadena - Del Mar Health Center",34.1410480271093,-118.085145456696
98,"Mission Community Hospital - San Fernando Campus For Health And Education",34.2766550863978,-118.444495045678
99,"Urdc Human Services Corporation - Bill Moore Community Health Clinic",34.1712386571863,-118.131606956865
100,"Urdc Human Services Corporation - Bill Moore Community Health Clinic - Monrovia",34.1484340769099,-117.993182256553
101,"Smartclinic Urgent Care",34.0030238172907,-117.88744055743
102,"Pasadena Community Urgent Care",34.1419284470535,-118.085144556967
103,"Palmdale Regional Medical Center",34.5834486762675,-118.144470556744
104,"City Of Baldwin Park Department Of Recreation And Community Services - Julia McNeill Senior Center",34.0868460866549,-117.963418297132
105,"Filipino-American Service Group, Inc. - Community Wellness Center",34.0696966670014,-118.263501656364
106,"Silver Lake Medical Center",34.0696603867803,-118.263459455926
107,"Dreamweaver Medical Associates",34.1022675664963,-118.103591757117
108,"Martin Luther King Jr. Community Hospital",33.9235299073758,-118.242779626637
109,"Kindred Hospital - Baldwin Park",34.0630325672068,-117.967521057145
110,"Kindred Hospital - La Mirada",33.916546657242,-118.013351746849
111,"College Medical Center",33.8073070071793,-118.193030566489
112,"Miracle Mile Medical Center",34.0574488466531,-118.362449785983
113,"PIH Health Hospital - Downey",33.9697942672178,-118.049255056796
114,"Saint Vincent Medical Center",34.0638175671993,-118.273654756141
115,"San Dimas Community Hospital",34.0976118670659,-117.834659357075
116,"Southern California Hospital at Culver City",34.0231952664245,-118.39694295652
117,"Southern California Hospital at Hollywood",34.096445166421,-118.325143955896
