"StationID","CustomerID","Time","Distance"
1,207,1111,1519
1,208,1869,2377
1,209,991,1271
1,210,1866,2403
1,211,3012,3788
1,212,1359,1719
1,213,2919,3675
1,214,1736,2218
1,215,1796,2272
1,216,785,949
1,217,1629,2092
1,218,2970,3716
1,219,3286,4137
1,220,1985,2524
1,221,1877,2415
1,222,675,890
1,223,1659,2142
1,224,1633,2194
1,225,854,1073
1,226,1809,2332
1,227,687,850
1,228,3012,3775
1,229,2757,3467
1,230,1872,2410
1,231,1553,2067
1,232,311,404
1,233,1956,2518
1,234,1860,2375
1,235,2789,3502
1,236,2705,3408
1,237,1564,2001
1,238,2690,3378
1,239,3948,5039
1,240,608,811
1,241,1299,1640
1,242,1664,2158
1,243,1507,1934
1,244,2614,3283
1,245,1704,2191
1,246,1848,2357
1,247,1723,2216
1,248,2975,3683
1,249,947,1209
1,250,1011,1288
1,251,1638,2091
1,252,476,599
1,253,2894,3716
1,254,1850,2381
1,255,1220,1538
1,256,2998,3768
1,257,2552,3241
1,258,1495,1916
1,259,1892,2435
1,260,957,1213
1,261,1568,2009
1,262,1674,2147
1,263,568,701
1,264,3017,3803
1,265,2630,3306
1,266,2522,3212
1,267,1524,2029
1,268,1733,2218
1,269,1681,2156
1,270,1905,2456
1,271,1306,1707
1,272,2647,3407
1,273,2695,3388
1,274,1907,2489
1,275,2243,2877
1,276,2802,3521
1,277,1513,1941
1,278,587,729
1,279,552,691
1,280,514,665
1,281,1291,1620
1,282,1611,2005
1,283,1633,2095
1,284,2966,3715
1,285,1843,2375
1,286,1288,1648
1,287,1668,2148
1,288,1984,2523
1,289,339,442
1,290,1913,2465
1,291,1570,2012
1,292,3772,4709
1,293,1553,1989
1,294,899,1174
1,295,1890,2432
1,296,2972,3742
1,297,2505,3189
1,298,307,400
1,299,751,913
1,300,1874,2350
1,301,1015,1231
1,302,2627,3302
1,303,2826,3634
1,304,1872,2406
1,305,1599,2043
1,306,3037,3838
1,307,1353,1843
1,308,893,1082
1,309,1936,2398
1,310,2789,3494
1,311,2742,3434
1,312,1775,2263
1,313,1805,2418
1,314,2078,2569
1,315,2697,3391
1,316,1217,1667
1,317,1524,1955
1,318,1794,2309
1,319,2935,3669
1,320,2989,3750
1,321,2657,3420
1,322,2993,3755
1,323,1763,2270
1,324,1081,1328
1,325,2670,3354
1,326,1598,2136
1,327,1568,2009
1,328,1164,1602
1,329,1621,2180
1,330,725,943
1,331,2384,3046
1,332,1116,1526
1,333,1876,2446
1,334,923,1134
1,335,93,130
1,336,1684,2139
1,337,1411,1786
1,338,1708,2198
1,339,1833,2358
1,340,260,346
1,341,117,166
1,342,3044,3838
1,343,1058,1464
1,344,2992,3786
1,345,760,997
1,346,1775,2285
1,347,1743,2336
1,348,2607,3304
1,349,2457,3084
1,350,1078,1493
2,1,66,87
2,2,1247,1565
2,3,244,317
2,4,1867,2362
2,5,1146,1443
2,6,868,1063
2,7,914,1117
2,8,1214,1529
2,9,77,106
2,10,1789,2251
2,11,936,1174
2,12,1438,1801
2,13,1378,1795
2,14,163,216
2,15,1199,1509
2,16,2918,3697
2,17,1407,1793
2,18,1070,1346
2,19,1877,2355
2,20,407,537
2,21,740,909
2,22,1952,2497
2,23,1346,1659
2,24,147,202
2,25,769,1049
2,26,2758,3515
2,27,1566,1925
2,28,211,271
2,29,265,347
2,30,853,1050
2,31,328,400
2,32,802,1100
2,33,792,987
2,34,1150,1449
2,35,1250,1622
2,36,404,537
2,37,690,845
2,38,1360,1855
2,39,207,288
2,40,1150,1422
2,41,1337,1631
2,42,872,1076
2,43,658,827
2,44,1425,1785
2,45,1371,1691
2,46,1762,2213
2,47,380,507
2,48,760,944
2,49,1456,1779
2,50,541,756
2,51,1147,1434
2,52,2417,2960
2,53,1137,1416
2,54,688,846
2,55,376,517
2,56,632,826
2,57,414,536
2,58,936,1175
2,59,1524,1916
2,60,1203,1544
2,61,1319,1620
2,62,262,343
2,63,1128,1389
2,64,160,211
2,65,916,1132
2,66,953,1178
2,67,277,391
2,68,108,153
2,69,1821,2345
2,70,357,453
2,71,1011,1260
2,72,1230,1515
2,73,417,534
2,74,219,271
2,75,801,987
2,76,1561,1952
2,77,1858,2381
2,78,1257,1624
2,79,1623,2028
2,80,859,1080
2,81,1654,2073
2,82,1234,1569
2,83,1277,1598
2,84,652,799
2,85,787,1052
2,86,1480,1811
2,87,87,118
2,88,1248,1605
2,89,859,1068
2,90,2129,2711
2,91,756,939
2,92,932,1168
2,93,1050,1306
2,94,615,853
2,95,660,810
2,96,954,1180
2,97,1117,1401
2,98,463,647
2,99,262,340
2,100,380,468
2,101,2175,2755
2,102,1904,2491
2,103,1747,2296
2,104,1060,1318
2,105,1442,1806
2,106,850,1057
2,107,833,1034
2,108,1881,2355
2,109,1456,1934
2,110,984,1212
2,111,185,243
2,112,800,1068
2,113,1612,2013
2,114,1366,1664
2,115,1585,1974
2,116,223,289
2,117,1362,1709
2,118,881,1076
2,119,982,1323
2,120,999,1265
2,121,661,834
2,122,896,1235
2,123,957,1182
2,124,823,1016
2,125,1921,2510
2,126,740,909
2,127,924,1189
2,128,1082,1362
2,129,721,887
2,130,1748,2201
2,131,1237,1641
2,132,1921,2436
2,133,805,985
2,134,287,382
2,135,1137,1432
2,136,1084,1314
2,137,778,958
2,138,767,965
2,139,857,1046
2,140,861,1063
2,141,1054,1323
2,142,1316,1622
2,143,689,843
2,144,1026,1295
2,145,982,1323
2,146,776,1035
2,147,860,1191
2,148,770,944
2,149,651,799
2,150,1834,2317
2,151,1464,1946
2,152,1671,2081
2,153,150,197
2,154,1047,1319
2,155,1273,1594
2,156,836,1033
2,157,1302,1631
2,158,785,969
2,159,870,1072
2,160,763,941
2,161,685,931
2,162,1029,1300
2,163,215,282
2,164,681,944
2,165,1540,1911
2,166,1785,2233
2,167,1144,1500
2,168,869,1061
2,169,1215,1495
2,170,1315,1617
2,171,1081,1339
2,172,154,201
2,173,1138,1407
2,174,234,306
2,175,1105,1387
2,176,1507,1886
2,177,662,833
2,178,1930,2460
2,179,764,941
2,180,762,939
2,181,880,1106
2,182,997,1268
2,183,1442,1809
2,184,1124,1390
2,185,1909,2413
2,186,1189,1509
2,187,15,22
2,188,2784,3538
2,189,1050,1306
2,190,472,645
2,191,1037,1344
2,192,998,1234
2,193,1557,1918
2,194,2098,2717
2,195,1500,1958
2,196,1159,1432
2,197,48,64
2,198,2050,2562
2,199,1177,1482
2,200,827,1023
2,201,953,1199
2,202,1546,1966
2,203,1496,1884
2,204,1689,2112
2,205,239,311
2,206,677,953
2,207,820,1114
2,208,886,1083
2,209,810,1042
2,210,734,902
2,211,1551,1940
2,212,848,1052
2,213,1295,1629
2,214,863,1075
2,215,1135,1402
2,216,1783,2236
2,217,779,975
2,218,1647,2036
2,219,1833,2270
2,220,1000,1229
2,221,725,890
2,222,1078,1410
2,223,707,890
2,224,634,883
2,225,1229,1581
2,226,100,143
2,227,1661,2108
2,228,1537,1885
2,229,1524,1916
2,230,740,909
2,231,455,625
2,232,1766,2300
2,233,805,992
2,234,873,1080
2,235,1545,1950
2,236,1229,1518
2,237,239,283
2,238,1119,1384
2,239,2217,2788
2,240,1168,1539
2,241,904,1128
2,242,315,451
2,243,309,378
2,244,1132,1378
2,245,198,284
2,246,863,1062
2,247,775,965
2,248,1926,2342
2,249,1157,1488
2,250,990,1270
2,251,210,270
2,252,2108,2688
2,253,1167,1465
2,254,716,881
2,255,1073,1358
2,256,1568,1960
2,257,916,1138
2,258,418,527
2,259,740,909
2,260,1187,1545
2,261,296,386
2,262,128,177
2,263,1524,1941
2,264,1626,2023
2,265,1147,1402
2,266,1046,1321
2,267,514,702
2,268,67,95
2,269,218,286
2,270,250,330
2,271,554,724
2,272,920,1157
2,273,1055,1314
2,274,528,738
2,275,840,1058
2,276,1327,1630
2,277,356,470
2,278,2065,2624
2,279,1222,1568
2,280,1856,2380
2,281,930,1151
2,282,1196,1487
2,283,200,280
2,284,1527,1873
2,285,711,874
2,286,497,636
2,287,375,461
2,288,999,1228
2,289,1889,2438
2,290,692,845
2,291,298,389
2,292,2270,2799
2,293,741,936
2,294,880,1131
2,295,312,406
2,296,1596,1983
2,297,1030,1299
2,298,1919,2480
2,299,1611,2037
2,300,1095,1381
2,301,1863,2371
2,302,1145,1397
2,303,1099,1383
2,304,718,880
2,305,222,288
2,306,1456,1823
2,307,705,921
2,308,1812,2268
2,309,1157,1429
2,310,1313,1604
2,311,1600,1996
2,312,862,1053
2,313,478,658
2,314,1236,1505
2,315,1053,1311
2,316,806,1098
2,317,372,489
2,318,254,334
2,319,1652,2059
2,320,1513,1860
2,321,930,1170
2,322,1518,1865
2,323,185,244
2,324,1929,2469
2,325,1099,1360
2,326,370,512
2,327,413,514
2,328,756,1033
2,329,509,712
2,330,1069,1370
2,331,913,1155
2,332,816,1107
2,333,496,695
2,334,1918,2415
2,335,1693,2235
2,336,1019,1269
2,337,854,1062
2,338,184,244
2,339,697,858
2,340,1462,1916
2,341,1778,2355
2,342,1510,1889
2,343,804,1104
2,344,1410,1770
2,345,962,1256
2,346,197,259
2,347,535,741
2,348,976,1204
2,349,975,1179
2,350,784,1075
3,1,786,1079
3,2,1173,1489
3,3,518,706
3,4,1462,1909
3,5,1048,1301
3,6,103,153
3,7,96,119
3,8,848,1079
3,9,678,937
3,10,1344,1665
3,11,551,721
3,12,1215,1524
3,13,1380,1903
3,14,674,925
3,15,1073,1341
3,16,2051,2647
3,17,1041,1343
3,18,490,643
3,19,1554,2035
3,20,832,1129
3,21,196,288
3,22,1547,2044
3,23,1017,1257
3,24,729,1003
3,25,1061,1482
3,26,1962,2508
3,27,1200,1475
3,28,605,822
3,29,599,819
3,30,37,53
3,31,499,693
3,32,1099,1569
3,33,127,188
3,34,1052,1306
3,35,1203,1656
3,36,790,1087
3,37,243,355
3,38,1478,2060
3,39,786,1077
3,40,917,1123
3,41,1008,1229
3,42,83,124
3,43,303,411
3,44,1201,1509
3,45,1042,1289
3,46,1596,2114
3,47,814,1120
3,48,156,231
3,49,1090,1329
3,50,1219,1676
3,51,818,1032
3,52,2292,2795
3,53,341,410
3,54,243,359
3,55,1053,1437
3,56,895,1243
3,57,766,1072
3,58,551,722
3,59,799,1002
3,60,837,1094
3,61,990,1218
3,62,554,754
3,63,833,1021
3,64,677,929
3,65,454,592
3,66,780,986
3,67,918,1260
3,68,738,1016
3,69,1772,2379
3,70,709,988
3,71,245,315
3,72,405,484
3,73,394,544
3,74,604,822
3,75,139,205
3,76,1336,1676
3,77,1809,2415
3,78,852,1171
3,79,1257,1578
3,80,786,1004
3,81,1288,1623
3,82,654,865
3,83,1015,1256
3,84,207,312
3,85,1050,1468
3,86,1114,1360
3,87,709,981
3,88,1233,1684
3,89,295,381
3,90,2080,2746
3,91,160,237
3,92,327,419
3,93,212,282
3,94,1288,1770
3,95,139,214
3,96,781,988
3,97,1043,1325
3,98,1151,1577
3,99,564,770
3,100,453,627
3,101,1770,2302
3,102,1855,2525
3,103,1700,2331
3,104,887,1092
3,105,1218,1530
3,106,398,528
3,107,381,504
3,108,1632,2157
3,109,1490,2079
3,110,811,1020
3,111,566,780
3,112,1063,1485
3,113,1246,1562
3,114,1037,1262
3,115,1219,1524
3,116,673,919
3,117,1175,1458
3,118,63,79
3,119,1255,1755
3,120,623,815
3,121,649,879
3,122,1178,1646
3,123,707,864
3,124,125,184
3,125,1872,2544
3,126,198,291
3,127,986,1337
3,128,984,1220
3,129,87,134
3,130,1665,2201
3,131,1320,1804
3,132,1663,2199
3,133,26,38
3,134,575,784
3,135,995,1233
3,136,762,927
3,137,165,242
3,138,585,780
3,139,39,48
3,140,89,133
3,141,981,1246
3,142,493,591
3,143,270,392
3,144,695,893
3,145,1274,1757
3,146,1039,1452
3,147,1173,1641
3,148,51,79
3,149,206,311
3,150,1429,1864
3,151,1498,2090
3,152,1305,1631
3,153,688,944
3,154,718,918
3,155,1017,1260
3,156,75,109
3,157,1121,1388
3,158,184,266
3,159,50,74
3,160,203,294
3,161,958,1373
3,162,698,898
3,163,544,742
3,164,1358,1864
3,165,1415,1745
3,166,1660,2068
3,167,1206,1648
3,168,30,37
3,169,390,464
3,170,986,1215
3,171,871,1071
3,172,613,833
3,173,904,1108
3,174,632,860
3,175,309,381
3,176,1284,1609
3,177,614,829
3,178,1525,2007
3,179,203,294
3,180,204,296
3,181,773,985
3,182,271,363
3,183,1137,1421
3,184,890,1091
3,185,1588,2094
3,186,609,805
3,187,730,1002
3,188,1989,2531
3,189,212,282
3,190,1149,1564
3,191,1076,1498
3,192,779,957
3,193,1111,1372
3,194,1693,2264
3,195,1462,2017
3,196,923,1133
3,197,790,1087
3,198,1201,1511
3,199,1079,1339
3,200,145,212
3,201,568,746
3,202,1497,2001
3,203,1130,1434
3,204,1323,1662
3,205,627,855
3,206,1114,1561
3,207,1112,1547
3,208,68,85
3,209,920,1260
3,210,79,122
3,211,1326,1663
3,212,507,661
3,213,1114,1382
3,214,68,100
3,215,371,457
3,216,1462,1917
3,217,248,335
3,218,1281,1586
3,219,1665,2080
3,220,161,205
3,221,209,308
3,222,1140,1558
3,223,206,286
3,224,1312,1802
3,225,987,1353
3,226,844,1167
3,227,1447,1916
3,228,1207,1483
3,229,1158,1465
3,230,75,115
3,231,1132,1544
3,232,1717,2335
3,233,139,205
3,234,57,82
3,235,1178,1500
3,236,900,1116
3,237,593,822
3,238,885,1085
3,239,2092,2550
3,240,1230,1687
3,241,519,675
3,242,961,1327
3,243,572,795
3,244,810,991
3,245,860,1181
3,246,43,65
3,247,142,211
3,248,1509,1823
3,249,816,1122
3,250,794,1064
3,251,606,823
3,252,2059,2723
3,253,1094,1389
3,254,86,137
3,255,582,776
3,256,1345,1684
3,257,747,948
3,258,485,670
3,259,194,285
3,260,798,1092
3,261,726,999
3,262,712,978
3,263,1399,1877
3,264,1396,1745
3,265,825,1014
3,266,717,919
3,267,1191,1621
3,268,697,958
3,269,587,804
3,270,614,836
3,271,817,1141
3,272,846,1080
3,273,890,1096
3,274,1205,1657
3,275,439,585
3,276,998,1228
3,277,753,1039
3,278,2016,2659
3,279,1202,1640
3,280,1807,2415
3,281,525,698
3,282,467,573
3,283,789,1084
3,284,1161,1423
3,285,97,150
3,286,738,1029
3,287,453,632
3,288,161,205
3,289,1840,2472
3,290,273,371
3,291,728,1001
3,292,2145,2634
3,293,455,612
3,294,942,1279
3,295,547,744
3,296,1351,1685
3,297,701,897
3,298,1870,2515
3,299,1397,1845
3,300,286,374
3,301,1458,1918
3,302,823,1010
3,303,1001,1241
3,304,217,320
3,305,673,919
3,306,1233,1546
3,307,968,1338
3,308,1491,1949
3,309,294,353
3,310,984,1202
3,311,1234,1546
3,312,44,55
3,313,1155,1578
3,314,397,481
3,315,892,1099
3,316,1097,1531
3,317,744,1024
3,318,539,739
3,319,1310,1633
3,320,1184,1458
3,321,857,1093
3,322,1189,1463
3,323,618,851
3,324,1524,2016
3,325,865,1062
3,326,1047,1432
3,327,425,578
3,328,1048,1467
3,329,1198,1642
3,330,1108,1524
3,331,580,753
3,332,1107,1540
3,333,1173,1615
3,334,1597,2096
3,335,1646,2269
3,336,252,324
3,337,402,533
3,338,618,846
3,339,249,367
3,340,1424,1975
3,341,1765,2442
3,342,1285,1613
3,343,1094,1537
3,344,1187,1493
3,345,1024,1404
3,346,556,760
3,347,1212,1660
3,348,803,1011
3,349,653,791
3,350,1074,1508
4,1,340,453
4,2,1521,1931
4,3,401,522
4,4,1914,2405
4,5,1420,1809
4,6,1041,1306
4,7,1073,1328
4,8,1371,1734
4,9,220,291
4,10,1946,2456
4,11,983,1217
4,12,1712,2167
4,13,1297,1657
4,14,398,523
4,15,1473,1875
4,16,2947,3708
4,17,1564,1998
4,18,1098,1357
4,19,1929,2393
4,20,189,227
4,21,913,1133
4,22,1999,2541
4,23,1502,1864
4,24,232,307
4,25,516,690
4,26,2917,3726
4,27,1723,2130
4,28,342,431
4,29,473,619
4,30,1012,1262
4,31,440,542
4,32,550,742
4,33,951,1199
4,34,1424,1815
4,35,1180,1494
4,36,179,221
4,37,856,1069
4,38,1108,1496
4,39,119,158
4,40,1424,1788
4,41,1493,1835
4,42,1045,1301
4,43,816,1032
4,44,1699,2151
4,45,1528,1895
4,46,1789,2225
4,47,176,219
4,48,919,1156
4,49,1613,1984
4,50,348,478
4,51,1304,1639
4,52,2691,3326
4,53,1295,1628
4,54,845,1046
4,55,183,238
4,56,430,540
4,57,225,268
4,58,983,1218
4,59,1615,2002
4,60,1360,1749
4,61,1476,1824
4,62,421,547
4,63,1312,1613
4,64,401,528
4,65,970,1179
4,66,1226,1544
4,67,18,25
4,68,160,213
4,69,1844,2356
4,70,285,346
4,71,1108,1386
4,72,1327,1640
4,73,575,739
4,74,350,431
4,75,973,1211
4,76,1835,2318
4,77,1881,2392
4,78,1304,1668
4,79,1780,2233
4,80,1133,1446
4,81,1810,2278
4,82,1262,1580
4,83,1500,1862
4,84,808,999
4,85,588,783
4,86,1637,2015
4,87,188,248
4,88,1138,1430
4,89,955,1193
4,90,2156,2839
4,91,914,1150
4,92,1047,1311
4,93,1209,1517
4,94,418,572
4,95,819,1022
4,96,1228,1546
4,97,1391,1767
4,98,281,379
4,99,393,500
4,100,491,610
4,101,2222,2799
4,102,1796,2397
4,103,1662,2152
4,104,1334,1684
4,105,1716,2172
4,106,947,1182
4,107,930,1159
4,108,1908,2366
4,109,1206,1630
4,110,1258,1578
4,111,344,448
4,112,577,766
4,113,1769,2217
4,114,1523,1869
4,115,1742,2179
4,116,267,334
4,117,1636,2075
4,118,1040,1288
4,119,730,964
4,120,1156,1470
4,121,744,919
4,122,634,854
4,123,1186,1456
4,124,998,1240
4,125,1809,2417
4,126,913,1133
4,127,819,1022
4,128,1356,1728
4,129,880,1099
4,130,1775,2212
4,131,1117,1468
4,132,1948,2447
4,133,964,1197
4,134,445,584
4,135,1411,1798
4,136,1241,1519
4,137,951,1182
4,138,795,976
4,139,1016,1257
4,140,1034,1287
4,141,1328,1689
4,142,1413,1748
4,143,856,1067
4,144,1182,1500
4,145,730,965
4,146,601,799
4,147,624,849
4,148,929,1156
4,149,808,998
4,150,1880,2360
4,151,1214,1641
4,152,1828,2286
4,153,412,542
4,154,1204,1524
4,155,1503,1866
4,156,1009,1258
4,157,1576,1997
4,158,951,1193
4,159,1029,1283
4,160,930,1164
4,161,466,624
4,162,1186,1505
4,163,372,487
4,164,488,666
4,165,1814,2276
4,166,2059,2599
4,167,1039,1333
4,168,1028,1272
4,169,1311,1621
4,170,1472,1822
4,171,1355,1705
4,172,315,406
4,173,1412,1772
4,174,501,660
4,175,1264,1599
4,176,1781,2251
4,177,744,918
4,178,1976,2504
4,179,930,1165
4,180,928,1163
4,181,1154,1472
4,182,1156,1479
4,183,1623,2028
4,184,1398,1755
4,185,1961,2451
4,186,1218,1520
4,187,258,344
4,188,2943,3750
4,189,1209,1517
4,190,279,366
4,191,932,1178
4,192,1257,1549
4,193,1713,2123
4,194,2145,2760
4,195,1419,1820
4,196,1432,1797
4,197,300,403
4,198,2209,2774
4,199,1451,1847
4,200,994,1246
4,201,1000,1242
4,202,1569,1977
4,203,1653,2089
4,204,1845,2317
4,205,500,656
4,206,425,595
4,207,567,756
4,208,1045,1294
4,209,692,868
4,210,893,1113
4,211,1825,2305
4,212,934,1151
4,213,1569,1994
4,214,1021,1287
4,215,1231,1528
4,216,1835,2274
4,217,937,1187
4,218,1804,2241
4,219,2107,2636
4,220,1159,1441
4,221,898,1114
4,222,972,1243
4,223,866,1101
4,224,442,604
4,225,1281,1622
4,226,240,323
4,227,1714,2146
4,228,1693,2090
4,229,1681,2120
4,230,899,1120
4,231,262,346
4,232,1789,2312
4,233,977,1216
4,234,1032,1291
4,235,1701,2155
4,236,1386,1723
4,237,343,413
4,238,1393,1749
4,239,2491,3154
4,240,1062,1373
4,241,951,1171
4,242,91,129
4,243,353,428
4,244,1288,1583
4,245,135,182
4,246,1022,1274
4,247,934,1176
4,248,2083,2546
4,249,1210,1529
4,250,1042,1309
4,251,341,430
4,252,1963,2596
4,253,1441,1831
4,254,875,1092
4,255,1119,1401
4,256,1842,2326
4,257,1190,1504
4,258,526,659
4,259,913,1133
4,260,1234,1588
4,261,238,301
4,262,249,332
4,263,1547,1953
4,264,1900,2389
4,265,1304,1606
4,266,1203,1526
4,267,321,423
4,268,203,270
4,269,377,491
4,270,484,636
4,271,347,432
4,272,1194,1522
4,273,1329,1679
4,274,335,459
4,275,998,1263
4,276,1483,1835
4,277,205,257
4,278,2074,2727
4,279,1141,1431
4,280,1879,2392
4,281,977,1194
4,282,1287,1574
4,283,115,151
4,284,1684,2078
4,285,870,1085
4,286,579,724
4,287,486,603
4,288,1158,1440
4,289,1826,2439
4,290,859,1069
4,291,240,303
4,292,2544,3165
4,293,838,1061
4,294,775,965
4,295,469,611
4,296,1870,2349
4,297,1186,1504
4,298,1795,2397
4,299,1664,2075
4,300,1254,1592
4,301,1910,2414
4,302,1301,1602
4,303,1373,1749
4,304,893,1105
4,305,267,334
4,306,1729,2188
4,307,475,611
4,308,1864,2306
4,309,1316,1640
4,310,1470,1809
4,311,1757,2201
4,312,1021,1264
4,313,285,379
4,314,1395,1717
4,315,1327,1677
4,316,553,739
4,317,251,316
4,318,413,539
4,319,1832,2288
4,320,1670,2065
4,321,1204,1535
4,322,1674,2069
4,323,342,449
4,324,1976,2512
4,325,1373,1726
4,326,177,233
4,327,521,645
4,328,504,675
4,329,327,444
4,330,964,1204
4,331,1069,1360
4,332,563,749
4,333,303,416
4,334,1969,2453
4,335,1700,2208
4,336,1115,1394
4,337,951,1188
4,338,343,449
4,339,854,1057
4,340,1381,1778
4,341,1652,2232
4,342,1784,2255
4,343,552,746
4,344,1684,2136
4,345,857,1089
4,346,354,464
4,347,342,462
4,348,1250,1569
4,349,1131,1384
4,350,531,716
5,1,167,223
5,2,1348,1701
5,3,228,292
5,4,1855,2337
5,5,1247,1579
5,6,853,1038
5,7,899,1092
5,8,1198,1504
5,9,47,61
5,10,1773,2226
5,11,923,1148
5,12,1539,1937
5,13,1363,1769
5,14,224,293
5,15,1300,1645
5,16,2905,3672
5,17,1391,1768
5,18,1057,1321
5,19,1864,2330
5,20,353,457
5,21,726,884
5,22,1940,2472
5,23,1329,1634
5,24,133,176
5,25,680,920
5,26,2744,3489
5,27,1550,1900
5,28,195,246
5,29,300,389
5,30,839,1025
5,31,312,375
5,32,714,972
5,33,778,962
5,34,1251,1585
5,35,1236,1597
5,36,342,451
5,37,675,820
5,38,1271,1726
5,39,111,152
5,40,1251,1558
5,41,1320,1605
5,42,857,1051
5,43,643,802
5,44,1526,1921
5,45,1354,1666
5,46,1749,2188
5,47,315,415
5,48,745,919
5,49,1440,1754
5,50,512,707
5,51,1131,1409
5,52,2518,3096
5,53,1122,1391
5,54,674,821
5,55,346,468
5,56,581,753
5,57,358,456
5,58,924,1150
5,59,1510,1890
5,60,1187,1519
5,61,1303,1594
5,62,248,318
5,63,1139,1383
5,64,228,298
5,65,904,1106
5,66,1053,1314
5,67,181,255
5,68,12,17
5,69,1806,2320
5,70,302,373
5,71,996,1235
5,72,1216,1490
5,73,402,509
5,74,205,246
5,75,786,961
5,76,1662,2088
5,77,1844,2356
5,78,1245,1599
5,79,1607,2003
5,80,960,1216
5,81,1637,2048
5,82,1221,1544
5,83,1327,1632
5,84,637,774
5,85,751,1012
5,86,1464,1786
5,87,56,74
5,88,1204,1530
5,89,844,1042
5,90,2115,2686
5,91,741,913
5,92,918,1143
5,93,1036,1281
5,94,582,802
5,95,645,785
5,96,1055,1316
5,97,1217,1537
5,98,444,609
5,99,246,315
5,100,363,443
5,101,2163,2730
5,102,1890,2465
5,103,1733,2271
5,104,1160,1454
